order_id,order_date,customer_id,product_id,store_id,sales_channel,quantity,unit_price_x,discount_pct,total_amount,first_name,last_name,gender,age,signup_date,region_x,tenure_days,product_name,category,brand,cost_price,unit_price_y,margin_pct,store_name,store_type,region_y,city,operating_cost,return_id,return_date,return_reason
O00536,2023-05-18,C0766,P0248,Unknown,Online,1,107.2,0.2,85.76,Seth,Edwards,Male,44,2021-04-25,South,1600,Branda Teacher,Home & Kitchen,Brandd,93.12,107.2,13.13,,,,,,,,
O00537,2023-10-13,C0116,P0079,S031,In-Store,2,260.43,0.05,494.82,Candice,Ingram,Other,31,2024-01-19,East,601,Brandc Southern,Apparel,Brandd,158.22,260.43,39.25,Thomas Group Store,Mall Kiosk,South,Chicago,27319.04,,,
O00538,2024-02-01,C0537,P0997,Unknown,Online,1,173.8,0.2,139.04,Daniel,Garrison,Male,30,2020-07-21,West,1878,Branda Dream,Electronics,Branda,95.65,173.8,44.97,,,,,,,,
O00539,2025-01-29,C0303,P0240,S018,In-Store,2,85.49,0.1,153.88,Michelle,Sawyer,Other,19,2020-09-25,North,1812,Branda Real,Personal Care,Unknown,52.45,85.49,38.65,Woods Ltd Store,Franchise,South,Chicago,36631.52,,,
O00540,2023-08-31,C0629,P0761,S010,In-Store,3,240.31,0.05,684.88,Natasha,Anderson,Other,22,2022-02-18,North,1301,Brandb Around,Electronics,Brandc,125.81,240.31,47.65,Bennett-Salazar Store,Flagship,South,Houston,22350.49,,,
O00541,2023-09-22,C0701,P0418,S017,In-Store,1,101.5,0.1,91.35,Jason,Mcneil,Male,29,2022-05-17,South,1213,Brandb Including,Personal Care,Brandc,55.18,101.5,45.64,Robinson PLC Store,Flagship,East,Phoenix,47603.84,,,
O00542,2025-03-30,C0257,P0966,S059,In-Store,1,159.24,0.1,143.32,Philip,Ramirez,Other,50,2024-02-25,East,564,Branda Nature,Personal Care,Brandc,81.86,159.24,48.59,"Foster, Gutierrez and Li Store",Franchise,West,Los Angeles,11797.63,,,
O00543,2023-10-12,C0737,P0277,Unknown,Online,10,239.39,0.2,1915.1,Robert,Bennett,Female,19,2023-05-25,North,840,Brandb Management,Personal Care,Unknown,124.99,239.39,47.79,,,,,,,,
O00544,2025-01-04,C0426,P0367,Unknown,Online,3,201.12,0.0,603.36,Amy,Shaw,Female,47,2024-08-16,North,391,Brandb Why,Electronics,Unknown,158.65,201.12,21.12,,,,,,,,
O00545,2023-06-11,C0005,P0638,S012,In-Store,2,224.41,0.0,448.82,Brian,Kelley,Male,68,2024-11-21,North,294,Brandb Society,Apparel,Brandb,131.24,224.41,41.52,Rodriguez-Taylor Store,Franchise,South,Chicago,70369.79,R0157,2023-08-10,Wrong Item
O00546,2025-02-19,C0338,P0193,Unknown,Online,1,62.96,0.2,50.37,James,James,Male,49,2020-11-05,West,1771,Brandc Nothing,Personal Care,Branda,32.26,62.96,48.76,,,,,,,,
O00547,2023-06-14,C0068,P0717,S056,In-Store,2,147.9,0.05,281.01,Debra,Powell,Female,49,2022-07-22,South,1147,Brandd Executive,Apparel,Brandb,85.49,147.9,42.2,"Johnson, Sims and Miles Store",Mall Kiosk,East,Los Angeles,75869.37,,,
O00548,2023-12-07,C0014,P0394,Unknown,Online,1,219.0,0.2,175.2,Anna,Bennett,Male,26,2020-06-28,South,1901,Brandd Set,Personal Care,Brandd,165.56,219.0,24.4,,,,,,,,
O00549,2024-02-28,C0313,P0752,S025,In-Store,2,273.69,0.1,492.64,Susan,Mitchell,Other,24,2021-06-16,West,1548,Brandb Teacher,Apparel,Brandb,150.62,273.69,44.97,Jackson-Olson Store,Mall Kiosk,North,Houston,71949.97,,,
O00550,2025-03-19,C0656,P0414,Unknown,Online,2,162.49,0.05,308.73,Hannah,Frazier,Male,55,2023-08-27,North,746,Brandc Both,Home & Kitchen,Brandc,105.0,162.49,35.38,,,,,,,,
O00551,2024-02-20,C0221,P0573,Unknown,Online,1,40.64,0.0,40.64,Janice,Moore,Male,19,2023-12-16,East,635,Branda Think,Home & Kitchen,Brandd,31.76,40.64,21.85,,,,,,,,
O00552,2023-11-18,C0534,P0082,S024,In-Store,1,177.36,0.1,159.62,Shawn,Welch,Other,32,2024-01-20,South,600,Brandc Society,Electronics,Brandb,136.2,177.36,23.21,"Brown, Garza and Robinson Store",Mall Kiosk,West,Chicago,36882.62,,,
O00553,2024-11-10,C0606,P0567,S047,In-Store,1,335.11,0.2,268.09,Paul,Dawson,Female,68,2025-02-28,North,195,Brandd Them,Apparel,Branda,181.49,335.11,45.84,Hudson Group Store,Mall Kiosk,West,Phoenix,17643.68,,,
O00554,2024-07-15,C0002,P0474,Unknown,In-Store,2,140.16,0.05,266.3,Thomas,Pena,Female,44,2021-03-07,East,1649,Brandb Condition,Personal Care,Brandd,80.82,140.16,42.34,,,,,,,,
O00555,2023-08-08,C0486,P0000,Unknown,In-Store,3,64.65,0.0,193.95,Joseph,Leon,Female,42,2023-10-04,North,708,Branda Shoulder,Electronics,Brandc,52.75,64.65,18.41,,,,,,R0175,2024-05-06,Late Delivery
O00556,2024-06-23,C0450,P0871,S020,In-Store,1,10.05,0.1,9.05,Anthony,Montoya,Male,29,2024-07-25,West,413,Brandd Sort,Apparel,Brandc,8.78,10.05,12.64,"Griffin, Walker and Medina Store",Franchise,West,New York,33326.39,,,
O00557,2024-06-11,C0120,P0493,S024,In-Store,2,178.11,0.2,284.98,David,Chan,Other,55,2021-01-17,North,1698,Brandb Lay,Electronics,Brandc,108.79,178.11,38.92,"Brown, Garza and Robinson Store",Mall Kiosk,West,Chicago,36882.62,,,
O00558,2024-08-11,C0363,P0638,S020,In-Store,1,224.41,0.0,224.41,Katherine,Walker,Female,61,2024-07-31,South,407,Brandb Society,Apparel,Brandb,131.24,224.41,41.52,"Griffin, Walker and Medina Store",Franchise,West,New York,33326.39,,,
O00559,2023-08-23,C0219,P0340,S053,In-Store,1,68.28,0.1,61.45,Justin,Young,Female,64,2024-12-11,South,274,Brandc Group,Home & Kitchen,Brandb,43.82,68.28,35.82,"Taylor, David and Williams Store",Flagship,West,Phoenix,46405.19,,,
O00560,2025-03-24,C0447,P1147,S044,In-Store,1,262.37,0.1,236.13,Anna,Roberts,Female,19,2023-06-17,South,817,Branda Stop,Home & Kitchen,Brandd,151.81,262.37,42.14,Martin Ltd Store,Franchise,North,Houston,49696.45,,,
O00561,2024-07-22,C0571,P0891,S011,In-Store,1,183.58,0.0,183.58,Jessica,Ayers,Female,62,2021-11-22,North,1389,Brandc Between,Personal Care,Brandb,115.51,183.58,37.08,Dunlap-Thornton Store,Flagship,East,Chicago,50349.53,,,
O00562,2024-05-13,C0477,P0708,S013,In-Store,1,157.48,0.05,149.61,Mary,Martinez,Male,51,2023-05-27,East,838,Brandd Poor,Electronics,Brandc,124.12,157.48,21.18,Ortiz-Smith Store,Mall Kiosk,North,Chicago,37877.11,,,
O00563,2025-01-21,C0183,P0021,Unknown,Online,1,77.31,0.1,69.58,Carl,Villanueva,Female,58,2022-07-18,East,1151,Brandc Shake,Home & Kitchen,Branda,62.23,77.31,19.51,,,,,,,,
O00564,2025-03-14,C0005,P0410,S006,In-Store,2,244.31,0.1,439.76,Brian,Kelley,Male,68,2024-11-21,North,294,Brandb Much,Personal Care,Brandb,174.55,244.31,28.55,"Stewart, Lowe and Quinn Store",Flagship,North,Los Angeles,75679.22,,,
O00565,2024-04-06,C0514,P0026,S002,In-Store,1,324.99,0.1,292.49,Joann,Gibson,Other,39,2025-01-25,East,229,Branda Fund,Electronics,Brandd,164.12,324.99,49.5,Washington-Trujillo Store,Franchise,North,Los Angeles,66101.63,,,
O00566,2024-12-19,C0407,P0089,S045,In-Store,1,229.1,0.1,206.19,Megan,Stevens,Male,37,2021-07-02,North,1532,Brandd Answer,Personal Care,Brandb,150.01,229.1,34.52,"Mcguire, Powers and Lang Store",Flagship,South,Los Angeles,14128.74,,,
O00567,2024-05-08,C0058,P1171,S055,In-Store,1,230.62,0.2,184.5,Taylor,Patterson,Female,30,2024-10-07,East,339,Brandd Tax,Apparel,Brandd,185.92,230.62,19.38,"Harrington, Blackburn and Soto Store",Franchise,West,Chicago,35954.96,,,
O00568,2024-10-27,C0647,P0930,S030,In-Store,1,201.43,0.0,201.43,Jacqueline,Garcia,Female,55,2021-06-18,West,1546,Brandc Other,Electronics,Branda,135.99,201.43,32.49,"Armstrong, Anthony and Richmond Store",Mall Kiosk,North,Los Angeles,28293.15,,,
O00569,2023-04-13,C0029,P0313,S011,In-Store,2,258.17,0.05,490.52,Nancy,Murphy,Male,50,2021-09-14,South,1458,Brandc Trial,Home & Kitchen,Brandd,161.71,258.17,37.36,Dunlap-Thornton Store,Flagship,East,Chicago,50349.53,R0137,2024-04-07,Wrong Item
O00570,2025-02-20,C0122,P0114,S045,In-Store,1,291.58,0.0,291.58,Brandi,Mueller,Male,44,2022-10-26,West,1051,Brandb You,Personal Care,Brandb,148.09,291.58,49.21,"Mcguire, Powers and Lang Store",Flagship,South,Los Angeles,14128.74,,,
O00571,2024-02-13,C0557,P0568,S012,In-Store,1,216.22,0.0,216.22,Juan,Cantu,Other,32,2021-04-14,West,1611,Brandc Person,Electronics,Branda,188.74,216.22,12.71,Rodriguez-Taylor Store,Franchise,South,Chicago,70369.79,,,
O00572,2024-02-13,C0688,P0648,S010,In-Store,1,240.95,0.1,216.85,Melinda,Stewart,Female,61,2020-06-13,West,1916,Branda Certainly,Personal Care,Brandc,137.75,240.95,42.83,Bennett-Salazar Store,Flagship,South,Houston,22350.49,,,
O00573,2024-08-31,C0680,P0825,S042,In-Store,3,138.88,0.0,416.64,Daniel,Calderon,Female,68,2023-12-10,North,641,Brandc Subject,Electronics,Brandb,97.93,138.88,29.49,Miller-Douglas Store,Mall Kiosk,West,Los Angeles,22348.09,R0181,2023-06-02,Late Delivery
O00574,2023-06-06,C0779,P1027,Unknown,Online,1,110.09,0.1,99.08,Joshua,Meyer,Male,22,2020-04-16,South,1974,Brandd Source,Electronics,Brandd,65.53,110.09,40.48,,,,,,,,
O00575,2023-07-02,C0454,P0091,Unknown,Online,2,27.29,0.05,51.85,Gregory,Rivas,Other,46,2022-09-19,East,1088,Brandb Add,Home & Kitchen,Brandd,20.11,27.29,26.31,,,,,,,,
O00576,2023-09-15,C0419,P0354,S053,In-Store,2,96.51,0.0,193.02,Tracy,Shelton,Female,37,2024-06-17,North,451,Brandb Memory,Home & Kitchen,Unknown,48.85,96.51,49.38,"Taylor, David and Williams Store",Flagship,West,Phoenix,46405.19,,,
O00577,2025-03-24,C0574,P0718,Unknown,Online,1,73.4,0.2,58.72,Anthony,Webb,Male,24,2022-06-25,North,1174,Brandc Huge,Home & Kitchen,Brandb,44.17,73.4,39.82,,,,,,,,
O00578,2024-03-23,C0713,P0176,S029,In-Store,2,273.81,0.0,547.62,Vicki,Duncan,Male,56,2021-08-11,East,1492,Brandd Offer,Home & Kitchen,Branda,180.29,273.81,34.16,"Lester, Walker and Snyder Store",Mall Kiosk,South,Los Angeles,43440.79,,,
O00579,2023-06-18,C0092,P0373,S011,In-Store,2,124.26,0.1,223.67,Beth,Flores,Other,61,2022-05-17,East,1213,Brandb Environment,Personal Care,Brandd,105.48,124.26,15.11,Dunlap-Thornton Store,Flagship,East,Chicago,50349.53,,,
O00580,2024-07-23,C0020,P0346,S013,In-Store,2,95.96,0.1,172.73,Michelle,Adkins,Male,20,2021-04-28,North,1597,Brandc And,Electronics,Brandd,56.78,95.96,40.83,Ortiz-Smith Store,Mall Kiosk,North,Chicago,37877.11,,,
O00581,2024-06-03,C0741,P0505,S043,In-Store,5,231.34,0.05,1098.87,Laura,Warren,Male,34,2024-05-29,North,470,Brandd Again,Electronics,Branda,186.24,231.34,19.5,Tyler Group Store,Flagship,South,Los Angeles,44052.99,,,
O00582,2024-03-08,C0755,P0271,S024,In-Store,1,26.58,0.1,23.92,Jonathan,Miller,Other,52,2022-03-27,South,1264,Branda How,Electronics,Brandc,21.36,26.58,19.64,"Brown, Garza and Robinson Store",Mall Kiosk,West,Chicago,36882.62,,,
O00583,2024-05-02,C0143,P1157,S014,In-Store,3,35.5,0.05,101.17,Collin,Lutz,Female,33,2021-10-13,North,1429,Brandb Than,Home & Kitchen,Branda,26.33,35.5,25.83,Jones-Harris Store,Flagship,West,Houston,39588.81,,,
O00584,2025-03-16,C0204,P0362,S016,In-Store,1,149.41,0.2,119.53,Lance,James,Female,42,2022-07-19,South,1150,Brandb Understand,Electronics,Unknown,85.59,149.41,42.71,Berg-Hall Store,Mall Kiosk,North,Houston,39917.81,,,
O00585,2024-10-28,C0501,P0727,S022,In-Store,2,192.44,0.2,307.9,Sarah,Caldwell,Male,52,2020-09-10,West,1827,Brandc Across,Electronics,Unknown,150.02,192.44,22.04,"Smith, Johnson and Le Store",Flagship,North,New York,70315.86,R0182,2024-08-24,Late Delivery
O00586,2024-03-08,C0703,P0349,Unknown,Online,1,134.4,0.2,107.52,John,Buck,Male,32,2020-12-19,East,1727,Branda Base,Apparel,Branda,91.0,134.4,32.29,,,,,,,,
O00587,2025-04-09,C0582,P0431,S027,In-Store,1,39.3,0.1,35.37,William,Walters,Female,51,2023-06-04,East,830,Branda Agree,Electronics,Brandb,21.12,39.3,46.26,King-Williams Store,Mall Kiosk,East,Chicago,45672.59,,,
O00588,2023-12-16,C0698,P0591,Unknown,Online,1,236.24,0.1,212.62,Charles,Gordon,Other,37,2024-09-09,North,367,Brandd Them,Electronics,Brandb,122.47,236.24,48.16,,,,,,,,
O00589,2024-03-29,C0791,P0431,Unknown,Online,2,39.3,0.2,62.88,Brittany,Murray,Female,33,2023-11-01,West,680,Branda Agree,Electronics,Brandb,21.12,39.3,46.26,,,,,,,,
O00590,2025-03-21,C0118,P1058,S011,In-Store,1,219.39,0.2,175.51,Shawn,Mccormick,Other,43,2020-07-03,South,1896,Brandb Letter,Personal Care,Branda,138.39,219.39,36.92,Dunlap-Thornton Store,Flagship,East,Chicago,50349.53,R0026,2023-12-15,Late Delivery
O00591,2023-06-02,C0600,P0661,S024,In-Store,2,104.14,0.0,208.28,Timothy,Cunningham,Male,39,2021-04-24,South,1601,Branda Day,Electronics,Brandd,58.34,104.14,43.98,"Brown, Garza and Robinson Store",Mall Kiosk,West,Chicago,36882.62,R0080,2024-11-17,Defective
O00592,2023-08-27,C0107,P0734,S000,In-Store,1,33.37,0.05,31.7,Rachel,Reynolds,Female,19,2024-06-09,West,459,Brandc Apply,Personal Care,Brandc,19.21,33.37,42.43,Vincent Inc Store,Franchise,West,Chicago,62538.56,,,
O00593,2024-02-03,C0342,P0689,S006,In-Store,1,46.7,0.05,44.37,Kurt,Shannon,Other,38,2020-04-21,North,1969,Brandd Side,Personal Care,Brandb,27.05,46.7,42.08,"Stewart, Lowe and Quinn Store",Flagship,North,Los Angeles,75679.22,,,
O00594,2023-10-29,C0313,P0333,S011,In-Store,1,18.57,0.0,18.57,Susan,Mitchell,Other,24,2021-06-16,West,1548,Brandd Something,Home & Kitchen,Brandd,9.52,18.57,48.73,Dunlap-Thornton Store,Flagship,East,Chicago,50349.53,,,
O00595,2025-01-16,C0631,P0934,S044,In-Store,3,285.28,0.2,684.67,Kimberly,Woods,Male,52,2020-10-26,West,1781,Brandb Personal,Home & Kitchen,Brandb,152.76,285.28,46.45,Martin Ltd Store,Franchise,North,Houston,49696.45,,,
O00596,2024-08-10,C0484,P0498,Unknown,Online,1,35.81,0.1,32.23,Deanna,Hall,Other,38,2022-06-14,South,1185,Brandd South,Personal Care,Brandd,19.73,35.81,44.9,,,,,,R0153,2024-06-03,Late Delivery
O00597,2023-05-24,C0494,P0821,S059,In-Store,2,262.98,0.05,499.66,Jessica,Cox,Male,48,2021-03-17,North,1639,Brandb Mouth,Home & Kitchen,Brandd,137.91,262.98,47.56,"Foster, Gutierrez and Li Store",Franchise,West,Los Angeles,11797.63,,,
O00598,2024-02-08,C0519,P0220,S049,In-Store,1,172.92,0.1,155.63,Renee,Fletcher,Other,26,2021-08-28,North,1475,Brandd Artist,Electronics,Brandc,122.08,172.92,29.4,"Aguirre, Smith and Leonard Store",Mall Kiosk,North,Chicago,14498.37,,,
O00599,2023-04-11,C0410,P0770,Unknown,Online,2,221.83,0.05,421.48,Brandy,Morgan,Other,52,2020-04-11,East,1979,Brandb Piece,Electronics,Brandc,110.98,221.83,49.97,,,,,,,,
O00600,2023-11-26,C0611,P1073,Unknown,Online,2,14.14,0.05,26.87,Daniel,Nelson,Other,44,2020-05-20,South,1940,Brandc Not,Apparel,Brandd,7.31,14.14,48.3,,,,,,,,
O00601,2023-10-01,C0341,P0110,S019,In-Store,3,280.19,0.05,798.54,Eric,Wilson,Other,19,2023-04-12,West,883,Brandb Not,Electronics,Brandc,170.81,280.19,39.04,Alvarado-Jackson Store,Mall Kiosk,West,Chicago,36260.28,,,
O00602,2024-12-20,C0469,P0810,Unknown,Online,1,235.44,0.0,235.44,Mary,Dalton,Female,50,2024-07-03,North,435,Brandd Similar,Personal Care,Brandc,143.76,235.44,38.94,,,,,,,,
O00603,2023-06-10,C0205,P0352,S005,In-Store,2,289.95,0.05,550.9,Emily,Jackson,Male,19,2023-06-27,South,807,Brandd Place,Personal Care,Brandc,191.55,289.95,33.94,Mayer-Scott Store,Flagship,North,Houston,14898.94,,,
O00604,2023-06-21,C0208,P0894,Unknown,Online,2,243.1,0.05,461.89,Samantha,Robinson,Male,43,2024-11-23,West,292,Brandc End,Personal Care,Branda,156.3,243.1,35.71,,,,,,,,
O00605,2024-09-20,C0568,P0766,Unknown,Online,3,103.05,0.05,293.69,Nathan,Garcia,Male,58,2023-07-06,West,798,Brandd Room,Personal Care,Brandd,74.95,103.05,27.27,,,,,,,,
O00606,2023-06-16,C0482,P1126,S044,In-Store,1,29.09,0.05,27.64,Jennifer,Ramsey,Male,37,2024-12-09,West,276,Brandc Paper,Personal Care,Branda,25.36,29.09,12.82,Martin Ltd Store,Franchise,North,Houston,49696.45,,,
O00607,2024-11-27,C0684,P0770,S045,In-Store,2,221.83,0.05,421.48,Diana,Mccormick,Female,26,2022-01-14,South,1336,Brandb Piece,Electronics,Brandc,110.98,221.83,49.97,"Mcguire, Powers and Lang Store",Flagship,South,Los Angeles,14128.74,,,
O00608,2024-02-13,C0098,P0793,Unknown,Online,1,273.34,0.05,259.67,Rachel,King,Male,45,2024-04-08,East,521,Branda Mission,Apparel,Brandd,166.17,273.34,39.21,,,,,,,,
O00609,2023-07-30,C0334,P0579,S046,In-Store,1,137.64,0.2,110.11,Karen,Williams,Male,44,2022-01-30,West,1320,Branda See,Apparel,Brandd,74.19,137.64,46.1,Castillo and Sons Store,Flagship,South,Chicago,78806.3,,,
O00610,2025-02-08,C0546,P0146,Unknown,In-Store,2,297.56,0.0,595.12,Paul,Thompson,Other,61,2023-02-25,East,929,Brandd Church,Home & Kitchen,Brandb,199.4,297.56,32.99,,,,,,,,
O00611,2024-09-01,C0623,P0364,S023,In-Store,2,125.52,0.1,225.94,Norma,Lopez,Male,61,2023-09-04,South,738,Brandb Evidence,Personal Care,Brandd,98.1,125.52,21.85,"Lee, Jones and Galloway Store",Franchise,East,Houston,38318.87,,,
O00612,2025-03-03,C0001,P0815,S041,In-Store,1,186.83,0.05,177.49,Eric,Lee,Other,36,2020-09-20,East,1817,Brandd Trip,Personal Care,Brandb,105.96,186.83,43.29,"Campbell, Brown and Flynn Store",Franchise,West,Phoenix,39178.96,,,
O00613,2023-06-15,C0192,P0090,Unknown,Online,2,242.17,0.2,387.47,Reginald,Williams,Male,59,2024-04-29,South,500,Brandc Chance,Apparel,Brandc,154.33,242.17,36.27,,,,,,,,
O00614,2023-06-25,C0393,P0368,S018,In-Store,3,103.79,0.1,280.23,Brandon,Cooper,Male,46,2020-11-16,South,1760,Brandc Major,Electronics,Branda,63.19,103.79,39.12,Woods Ltd Store,Franchise,South,Chicago,36631.52,,,
O00615,2024-08-14,C0492,P0071,Unknown,Online,2,171.21,0.2,273.94,Scott,Parrish,Male,35,2023-08-20,North,753,Brandc Tough,Electronics,Branda,121.33,171.21,29.13,,,,,,,,
O00616,2025-04-08,C0407,P1059,S029,In-Store,2,121.32,0.0,242.64,Megan,Stevens,Male,37,2021-07-02,North,1532,Brandc My,Electronics,Brandc,109.33,121.32,9.88,"Lester, Walker and Snyder Store",Mall Kiosk,South,Los Angeles,43440.79,,,
O00617,2024-04-25,C0750,P0207,S025,In-Store,1,176.19,0.0,176.19,Kyle,Montgomery,Female,25,2024-11-18,West,297,Brandd Use,Electronics,Branda,97.87,176.19,44.45,Jackson-Olson Store,Mall Kiosk,North,Houston,71949.97,,,
O00618,2023-05-31,C0131,P1176,S043,In-Store,1,50.72,0.2,40.58,Kathleen,Sutton,Other,49,2023-02-02,South,952,Brandb Young,Apparel,Brandc,43.16,50.72,14.91,Tyler Group Store,Flagship,South,Los Angeles,44052.99,,,
O00619,2023-11-28,C0669,P0822,S003,In-Store,2,79.83,0.1,143.69,Kyle,Reilly,Female,37,2022-05-17,East,1213,Branda Defense,Personal Care,Branda,55.27,79.83,30.77,Santana and Sons Store,Franchise,South,Phoenix,71089.4,,,
O00620,2024-04-22,C0759,P0237,S051,In-Store,2,280.12,0.2,448.19,Amanda,Johnson,Female,21,2022-10-21,North,1056,Branda During,Personal Care,Branda,173.11,280.12,38.2,Anderson-Norman Store,Flagship,North,New York,28625.65,,,
O00621,2023-08-09,C0799,P0969,S054,In-Store,3,171.98,0.1,464.35,Jeffrey,Myers,Female,44,2024-06-12,North,456,Branda Team,Apparel,Brandc,90.71,171.98,47.26,Johnson Inc Store,Mall Kiosk,West,Houston,62983.81,,,
O00622,2024-09-20,C0183,P0868,S024,In-Store,1,207.53,0.0,207.53,Carl,Villanueva,Female,58,2022-07-18,East,1151,Brandb Need,Home & Kitchen,Brandc,131.45,207.53,36.66,"Brown, Garza and Robinson Store",Mall Kiosk,West,Chicago,36882.62,,,
O00623,2023-09-02,C0345,P0047,Unknown,Online,1,141.0,0.2,112.8,Isaac,Booth,Other,59,2022-09-02,East,1105,Brandb Son,Electronics,Branda,86.75,141.0,38.48,,,,,,,,
O00624,2023-12-09,C0475,P0576,Unknown,Online,1,323.53,0.2,258.82,Joshua,Johnson,Female,19,2020-09-28,East,1809,Brandc Floor,Apparel,Branda,179.67,323.53,44.47,,,,,,,,
O00625,2023-07-26,C0051,P0756,Unknown,Online,1,338.92,0.1,305.03,Kathy,Porter,Female,61,2023-07-14,East,790,Brandc Once,Apparel,Brandd,181.6,338.92,46.42,,,,,,,,
O00626,2023-12-21,C0785,P0048,S011,In-Store,2,187.5,0.1,337.5,Lisa,Richmond,Female,29,2020-10-11,East,1796,Brandc Carry,Home & Kitchen,Brandb,135.6,187.5,27.68,Dunlap-Thornton Store,Flagship,East,Chicago,50349.53,,,
O00627,2025-03-01,C0017,P0914,S040,In-Store,1,254.74,0.0,254.74,Crystal,Adkins,Male,45,2024-07-30,North,408,Brandc Skin,Electronics,Brandc,196.96,254.74,22.68,Adkins-Escobar Store,Flagship,West,New York,16780.95,,,
O00628,2023-09-29,C0365,P0074,S025,In-Store,2,31.65,0.05,60.13,Zachary,Miller,Male,39,2024-01-23,West,597,Brandb No,Home & Kitchen,Brandd,18.64,31.65,41.11,Jackson-Olson Store,Mall Kiosk,North,Houston,71949.97,,,
O00629,2024-03-13,C0547,P0193,Unknown,Online,1,62.96,0.05,59.81,Jay,Johnson,Other,53,2024-08-17,West,390,Brandc Nothing,Personal Care,Branda,32.26,62.96,48.76,,,,,,,,
O00630,2024-03-26,C0441,P0562,S029,In-Store,2,274.7,0.05,521.93,Kimberly,Hughes,Other,41,2022-08-22,North,1116,Brandb Charge,Electronics,Brandd,171.65,274.7,37.51,"Lester, Walker and Snyder Store",Mall Kiosk,South,Los Angeles,43440.79,,,
O00631,2024-10-09,C0750,P1072,S002,In-Store,1,200.65,0.0,200.65,Kyle,Montgomery,Female,25,2024-11-18,West,297,Brandd Pay,Apparel,Brandd,138.28,200.65,31.08,Washington-Trujillo Store,Franchise,North,Los Angeles,66101.63,,,
O00632,2023-06-08,C0039,P0300,S046,In-Store,2,138.12,0.0,276.24,Jonathan,Brown,Female,31,2021-08-20,South,1483,Branda Still,Electronics,Brandd,75.85,138.12,45.08,Castillo and Sons Store,Flagship,South,Chicago,78806.3,,,
O00633,2024-10-04,C0742,P0161,S040,In-Store,1,351.88,0.1,316.69,Steven,Mata,Other,26,2021-06-12,East,1552,Brandc Least,Personal Care,Brandd,186.91,351.88,46.88,Adkins-Escobar Store,Flagship,West,New York,16780.95,,,
O00634,2025-03-06,C0022,P0376,S016,In-Store,1,79.72,0.0,79.72,John,Le,Male,22,2024-11-27,East,288,Brandc Hard,Home & Kitchen,Branda,56.0,79.72,29.75,Berg-Hall Store,Mall Kiosk,North,Houston,39917.81,,,
O00635,2025-02-18,C0443,P0238,S036,In-Store,1,30.72,0.1,27.65,Cassandra,Thompson,Male,41,2020-05-15,East,1945,Brandd Say,Personal Care,Brandc,27.46,30.72,10.61,Blankenship-Brown Store,Franchise,West,Phoenix,31558.52,,,
O00636,2025-03-01,C0630,P1052,S050,In-Store,3,190.93,0.05,544.15,James,Fischer,Male,26,2022-12-25,South,991,Brandd Goal,Personal Care,Brandd,126.53,190.93,33.73,"King, Evans and Miller Store",Flagship,South,Houston,43963.6,,,
O00637,2024-09-28,C0050,P0766,S013,In-Store,2,103.05,0.2,164.88,Robert,Wilcox,Female,30,2022-04-11,North,1249,Brandd Room,Personal Care,Brandd,74.95,103.05,27.27,Ortiz-Smith Store,Mall Kiosk,North,Chicago,37877.11,R0188,2023-11-27,Late Delivery
O00638,2025-01-03,C0705,P0380,Unknown,Online,2,278.15,0.0,556.3,Felicia,Guerrero,Female,21,2023-12-16,East,635,Brandc Raise,Personal Care,Unknown,152.68,278.15,45.11,,,,,,R0084,2023-07-11,Defective
O00639,2025-01-05,C0185,P0583,Unknown,Online,3,13.6,0.2,32.64,Richard,Morris,Female,23,2023-10-24,West,688,Branda History,Apparel,Brandb,8.89,13.6,34.63,,,,,,,,
O00640,2023-08-26,C0179,P0848,S017,In-Store,1,198.54,0.1,178.69,Carol,Lara,Female,42,2021-10-03,North,1439,Brandc Process,Personal Care,Brandd,170.54,198.54,14.1,Robinson PLC Store,Flagship,East,Phoenix,47603.84,,,
O00641,2025-03-26,C0572,P0651,Unknown,Online,3,315.36,0.05,898.78,Abigail,Adams,Male,21,2020-04-20,West,1970,Brandd Board,Home & Kitchen,Brandc,169.86,315.36,46.14,,,,,,,,
O00642,2025-03-04,C0332,P0452,Unknown,Online,2,225.95,0.1,406.71,Steven,Gould,Female,48,2022-10-09,North,1068,Brandd Happen,Home & Kitchen,Brandd,161.79,225.95,28.4,,,,,,,,
O00643,2025-01-29,C0623,P0943,S040,In-Store,1,181.12,0.1,163.01,Norma,Lopez,Male,61,2023-09-04,South,738,Brandd Because,Apparel,Brandd,104.17,181.12,42.49,Adkins-Escobar Store,Flagship,West,New York,16780.95,,,
O00644,2024-09-08,C0487,P1142,Unknown,Online,3,42.19,0.1,113.91,Danny,Camacho,Female,27,2021-02-14,West,1670,Branda Language,Personal Care,Brandb,30.88,42.19,26.81,,,,,,,,
O00645,2023-04-28,C0455,P0310,S047,In-Store,1,152.81,0.2,122.25,Jorge,Jackson,Female,48,2023-07-28,South,776,Brandc Policy,Home & Kitchen,Branda,112.25,152.81,26.54,Hudson Group Store,Mall Kiosk,West,Phoenix,17643.68,,,
O00646,2024-06-19,C0714,P0348,S016,In-Store,1,21.8,0.2,17.44,Patricia,Harvey,Other,30,2024-08-19,West,388,Brandd Sport,Apparel,Brandb,11.16,21.8,48.81,Berg-Hall Store,Mall Kiosk,North,Houston,39917.81,,,
